Data_Type,EMIS_Code,School_Name,District,Tehsil,Level,School_Status,Building_Illegal_Occupation,Teachers_Sanctioned,Teachers_Filled,Teachers_Present_Today,Teachers_Absent_Today,Total_Enrolled,Total_Present,Toilets_Total,Toilets_Functional,Boundary_Wall,Electricity,Drinking_Water,Cleanliness_Building,Notes,Monitoring_Date,Source_URL
Real (Census),32130580,GGPS DR. GHULAM MUHAMMAD,D.G. KHAN,KOT CHUTTA,Primary,Functional,No,,,,,101,,4,2,Yes-Wholly,No,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),32120673,GGPS LAKHIBHIR,D.G. KHAN,TAUNSA,Primary,Functional,No,,3,,,110,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),32320476,GGES MANHAN (ARAIN WALA),MUZAFFARGARH,KOT ADU,Middle,Functional,No,,14,,,192,,6,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),32310166,GGPS BASTI BARA,MUZAFFARGARH,ALIPUR,Primary,Functional,No,,3,,,101,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),32320579,GGPS CHAK NO. 565/TDA,MUZAFFARGARH,KOT ADU,Primary,Functional,No,,5,,,124,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),32320475,GGPS BASTI SAIDAN,MUZAFFARGARH,KOT ADU,Primary,Functional,No,,6,,,166,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),32330189,GPS KOTHELA,MUZAFFARGARH,MUZAFFARGARH,Primary,Functional,No,,4,,,91,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),36420223,"GPS 44/10-R JADEED, P/O 44/10-R, JADEED",KHANEWAL,KHANEWAL,Primary,Functional,No,,3,,,149,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),36420019,"GHS 30/10-R, KACHA KHUH",KHANEWAL,KHANEWAL,High,Functional,No,,15,,,284,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),36410034,GGHSS JODH PUR KABIRWALA,KHANEWAL,KABIRWALA,H.Sec.,Functional,No,,33,,,1347,,17,16,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),36430337,"GPS MODEL 113/15-L, P/O 116/15-L, MIAN CHANNU",KHANEWAL,MIAN CHANNU,Primary,Functional,No,,4,,,188,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),36410376,"GMPS BAHADUR WALA, KABIRWALA",KHANEWAL,KABIRWALA,Primary,Functional,No,,3,,,151,,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),39210362,GGPS 25/SP,PAKPATTAN,PAKPATTAN,Primary,Functional,No,,5,,,326,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),39220416,GGPS 79/EB-I ARIFWALA,PAKPATTAN,ARIFWALA,Primary,Functional,No,,3,,,169,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),39220307,GGPS 26 EB,PAKPATTAN,ARIFWALA,Primary,Functional,No,,2,,,98,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),39220400,GGES 52 EB PO 52 EB,PAKPATTAN,ARIFWALA,Middle,Functional,No,,7,,,282,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),39220269,GGPS MC NO. 4 IQBAL NAGAR ARIFWALA,PAKPATTAN,ARIFWALA,Primary,Functional,No,,4,,,113,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),36620075,GPS LAL BAGHALI,LODHRAN,KAROR PACCA,Primary,Functional,No,,6,,,214,,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),36630255,GGES 301 WB,LODHRAN,DUNYAPUR,Middle,Functional,No,,10,,,324,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),36610037,GHS CHAMB KULYAR,LODHRAN,LODHRAN,High,Functional,No,,16,,,526,,14,14,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,dangerous_classrooms (source field): 3,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),36610049,GMES JAL WALA,LODHRAN,LODHRAN,Middle,Functional,No,,11,,,188,,7,7,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),36630155,GPS CHAK NO. 386/WB,LODHRAN,DUNYAPUR,Primary,Functional,No,,3,,,70,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),32410358,GGPS BASTI SONHARA,RAJANPUR,JAMPUR,Primary,Functional,No,,4,,,47,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),32420367,GGCMES MUDDASIR ABAD,RAJANPUR,RAJANPUR,Middle,Functional,No,,7,,,184,,5,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),32420389,GGPS FIRDOUSI FARM,RAJANPUR,RAJANPUR,Primary,Functional,No,,,,,30,,3,2,Yes-Wholly,No,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),32430225,GPS BASTI WADERA ABDUL RAZZAQ DULLANI,RAJANPUR,ROJHAN,Primary,Functional,No,,4,,,40,,2,1,No,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),32410347,GGPS BASTI MALKANI,RAJANPUR,JAMPUR,Primary,Functional,No,,4,,,128,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),39110291,GPS 165-A/9-L,SAHIWAL,CHICHAWATANI,Primary,Functional,No,,4,,,188,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),39110439,GGPS 40/12-L,SAHIWAL,CHICHAWATANI,Primary,Functional,No,,4,,,238,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),39120475,GGPS CHENNA KARAMALI,SAHIWAL,SAHIWAL,Primary,Functional,No,,,,,140,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),39110165,GGES 64/12-L,SAHIWAL,CHICHAWATANI,Middle,Functional,No,,8,,,107,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Partial Building is Dangerous,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),39120117,GES 154/9-L,SAHIWAL,SAHIWAL,Middle,Functional,No,,9,,,246,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Partial Building is Dangerous,dangerous_classrooms (source field): 4,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),34520617,GES AMBALTAS,HAFIZABAD,PINDI BHATTIAN,Middle,Functional,No,,11,,,100,,3,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Complete Building Needs Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),34520039,GGHS MADHORA KALAN,HAFIZABAD,PINDI BHATTIAN,High,Functional,No,,8,,,279,,7,5,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),34520137,GES KOT KHUSHAL,HAFIZABAD,PINDI BHATTIAN,Middle,Functional,No,,6,,,155,,4,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),34510043,GGES MURADIAN,HAFIZABAD,HAFIZABAD,Middle,Functional,No,,11,,,201,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),34520543,GPS NAUTHEEN STATION,HAFIZABAD,PINDI BHATTIAN,Primary,Functional,No,,5,,,66,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),37140021,GGHS KOT CHAJI,ATTOCK,JAND,High,Functional,No,,13,,,391,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),33221214,GGPS CHAK NO 259 PATOANA,JHANG,JHANG,Primary,Functional,No,,4,,,92,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),34220031,GHS BHOTA,GUJRAT,KHARIAN,High,Functional,No,,18,,,344,,10,10,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),31120113,GGES CHAK NO. 200/M,BAHAWALNAGAR,CHISHTIAN,Middle,Functional,No,,11,,,253,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),36430394,"GMPS 13/8-AR, P/O 20/8-R, TULAMBA",KHANEWAL,MIAN CHANNU,Primary,Functional,No,,10,,,313,,6,6,Yes-Wholly,Yes-Wholly,Yes-Wholly,Needed Minor Repairing,dangerous_classrooms (source field): 1,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),34110497,GPS DERA KULIAN,GUJRANWALA,GUJRANWALA SADAR,Primary,Functional,No,,3,,,105,,4,4,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),32210064,GPS CHAK NO 447 TDA,LAYYAH,CHAUBARA,Primary,Functional,No,,4,,,80,,2,2,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),33140491,GGHS CHAK 117 JB,FAISALABAD,FAISALABAD SADDAR,High,Functional,No,,20,,,868,,8,8,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),36420009,"GHS 93/10-R, KHANEWAL",KHANEWAL,KHANEWAL,High,Functional,No,,20,,,701,,10,10,Yes-Wholly,Yes-Wholly,Yes-Wholly,Partial Building is Dangerous,dangerous_classrooms (source field): 3,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),34510262,GES KARYALA,HAFIZABAD,HAFIZABAD,Middle,Functional,No,,7,,,185,,3,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Satisfying,,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
Real (Census),39110150,GGHSS 21/11-L,SAHIWAL,CHICHAWATANI,H.Sec.,Functional,No,,10,,,336,,9,9,Yes-Wholly,Yes-Wholly,Yes-Wholly,Partial Building is Dangerous,dangerous_classrooms (source field): 4,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source)
